EmployeeID,Name,Department,Salary
303,Employee303,IT,88006.28
304,Employee304,Finance,74444.9
305,Employee305,HR,81815.49
306,Employee306,Finance,55896.48
307,Employee307,IT,61286.71
308,Employee308,IT,93842.78
309,Employee309,Marketing,67391.17
310,Employee310,Sales,102108.96
311,Employee311,Finance,74361.57
312,Employee312,IT,85384.34
313,Employee313,IT,54507.78
314,Employee314,Marketing,83290.1
315,Employee315,Marketing,88188.87
316,Employee316,HR,50436.4
317,Employee317,Finance,78524.76
318,Employee318,HR,72499.26
319,Employee319,Sales,101754.44
320,Employee320,Sales,99473.0
321,Employee321,IT,43625.46
322,Employee322,Sales,37517.67
323,Employee323,Finance,88423.79
324,Employee324,Marketing,43077.5
325,Employee325,HR,61925.78
326,Employee326,Sales,105089.96
327,Employee327,Marketing,57843.19
328,Employee328,Sales,87494.15
329,Employee329,HR,107505.28
330,Employee330,Marketing,118892.96
331,Employee331,Sales,113510.34
332,Employee332,Finance,40220.25
333,Employee333,IT,82460.26
334,Employee334,IT,82830.19
335,Employee335,Marketing,89202.68
336,Employee336,HR,80475.91
337,Employee337,Sales,55701.85
338,Employee338,HR,98947.01
339,Employee339,Sales,112623.67
340,Employee340,Sales,57869.63
341,Employee341,Finance,41831.25
342,Employee342,IT,72312.78
343,Employee343,IT,56652.57
344,Employee344,HR,109091.89
345,Employee345,Sales,71125.6
346,Employee346,Sales,78017.45
347,Employee347,Sales,94912.26
348,Employee348,Marketing,87638.5
349,Employee349,Finance,50858.37
350,Employee350,HR,57664.67
351,Employee351,Marketing,69152.3
352,Employee352,Finance,52518.93
353,Employee353,Sales,102690.66
354,Employee354,HR,105440.36
355,Employee355,HR,100828.41
356,Employee356,IT,35633.5
357,Employee357,Marketing,85840.46
358,Employee358,IT,46262.35
359,Employee359,Finance,48241.69
360,Employee360,IT,103962.01
361,Employee361,Finance,67480.84
362,Employee362,IT,107146.61
363,Employee363,Marketing,104619.78
364,Employee364,Marketing,115564.8
365,Employee365,HR,32180.4
366,Employee366,Finance,59187.75
367,Employee367,Finance,93185.75
368,Employee368,IT,52061.51
369,Employee369,Sales,117545.01
370,Employee370,HR,102376.64
371,Employee371,HR,66543.71
372,Employee372,HR,62483.2
373,Employee373,Marketing,46187.29
374,Employee374,IT,81395.32
375,Employee375,Marketing,41211.87
376,Employee376,Sales,116162.69
377,Employee377,IT,72917.0
378,Employee378,Marketing,35618.14
379,Employee379,Sales,59367.16
380,Employee380,HR,98911.07
381,Employee381,IT,88904.94
382,Employee382,Marketing,82197.83
383,Employee383,Sales,110983.99
384,Employee384,Sales,68952.6
385,Employee385,Marketing,38174.72
386,Employee386,Finance,92953.73
387,Employee387,HR,62758.29
388,Employee388,IT,108656.41
389,Employee389,Marketing,71162.05
390,Employee390,Finance,65435.16
391,Employee391,Marketing,31387.83
392,Employee392,HR,103714.15
393,Employee393,Marketing,117225.83
394,Employee394,HR,96989.97
395,Employee395,Sales,94261.09
396,Employee396,IT,114254.0
397,Employee397,Sales,65949.15
398,Employee398,Marketing,30052.69
399,Employee399,Sales,78896.7
400,Employee400,IT,85304.76
401,Employee401,Sales,54367.17
402,Employee402,Sales,76306.74
403,Employee403,Sales,60017.14
404,Employee404,Sales,44132.22
405,Employee405,IT,116611.76
406,Employee406,Marketing,36225.97
407,Employee407,Marketing,101453.95
408,Employee408,Finance,41129.28
409,Employee409,Marketing,114386.62
410,Employee410,IT,40705.23
411,Employee411,Finance,65956.81
412,Employee412,Sales,50836.01
413,Employee413,IT,50773.51
414,Employee414,HR,114180.38
415,Employee415,IT,109856.61
416,Employee416,IT,64567.29
417,Employee417,Sales,102634.71
418,Employee418,Finance,72011.16
419,Employee419,Finance,40921.7
420,Employee420,Sales,110320.65
421,Employee421,Finance,65421.53
422,Employee422,Marketing,117751.66
423,Employee423,Marketing,43339.68
424,Employee424,IT,83178.55
425,Employee425,Marketing,52036.78
426,Employee426,Finance,88305.13
427,Employee427,IT,52646.0
428,Employee428,Finance,106947.92
429,Employee429,Marketing,45362.58
430,Employee430,Marketing,54012.22
431,Employee431,Sales,63062.75
432,Employee432,Sales,114152.82
433,Employee433,Finance,57328.56
434,Employee434,IT,56619.52
435,Employee435,Finance,54488.86
436,Employee436,Sales,87009.45
437,Employee437,Sales,88977.23
438,Employee438,IT,86836.88
439,Employee439,HR,107246.29
440,Employee440,Finance,37803.46
441,Employee441,IT,113756.19
442,Employee442,HR,99064.88
443,Employee443,HR,89972.2
444,Employee444,Sales,92147.6
445,Employee445,Marketing,48319.66
446,Employee446,HR,31693.23
447,Employee447,HR,48594.1
448,Employee448,Sales,95863.5
449,Employee449,IT,88142.32
450,Employee450,HR,106578.05
451,Employee451,Sales,42708.01
452,Employee452,Finance,85554.79
453,Employee453,Marketing,70936.25
454,Employee454,IT,111160.26
455,Employee455,HR,31631.75
456,Employee456,Sales,74412.81
457,Employee457,IT,107426.54
458,Employee458,Finance,67445.27
459,Employee459,Sales,99828.68
460,Employee460,Finance,45988.26
461,Employee461,IT,66592.07
462,Employee462,Finance,116739.59
463,Employee463,Finance,105975.44
464,Employee464,Marketing,75248.64
465,Employee465,Finance,80783.94
466,Employee466,HR,103602.12
467,Employee467,IT,35337.15
468,Employee468,Marketing,114330.55
469,Employee469,Marketing,114550.71
470,Employee470,Sales,119255.98
471,Employee471,Marketing,92175.93
472,Employee472,HR,33912.78
473,Employee473,Marketing,95813.0
474,Employee474,Sales,38852.59
475,Employee475,Sales,52258.59
476,Employee476,Sales,101128.37
477,Employee477,Sales,107040.83
478,Employee478,HR,36857.68
479,Employee479,IT,57744.0
480,Employee480,IT,109038.34
481,Employee481,Finance,67957.06
482,Employee482,IT,63752.28
483,Employee483,Marketing,101901.77
484,Employee484,Sales,98117.7
485,Employee485,Marketing,59563.72
486,Employee486,Finance,99073.37
487,Employee487,IT,39578.39
488,Employee488,Sales,113056.96
489,Employee489,Sales,32763.18
490,Employee490,HR,64689.01
491,Employee491,IT,94164.34
492,Employee492,IT,107177.49
493,Employee493,Marketing,102329.75
494,Employee494,Finance,31475.05
495,Employee495,Sales,117445.98
496,Employee496,HR,98170.52
497,Employee497,IT,53742.29
498,Employee498,Finance,47464.55
499,Employee499,Marketing,65019.1
500,Employee500,HR,66372.79
501,Employee501,Marketing,76472.23
502,Employee502,HR,31239.65
503,Employee503,IT,43839.18
504,Employee504,Sales,96382.61
505,Employee505,Sales,45187.83
506,Employee506,IT,111540.05
507,Employee507,IT,98819.21
508,Employee508,Marketing,51236.17
509,Employee509,HR,88671.26
510,Employee510,Sales,30892.24
511,Employee511,Finance,97060.04
512,Employee512,HR,72814.52
513,Employee513,Sales,49435.51
514,Employee514,Marketing,58557.32
515,Employee515,Sales,86876.63
516,Employee516,HR,61213.12
517,Employee517,Sales,62436.85
518,Employee518,IT,86911.57
519,Employee519,Sales,72447.54
520,Employee520,IT,108169.25
521,Employee521,IT,58476.14
522,Employee522,HR,80222.76
523,Employee523,Finance,83855.52
524,Employee524,Marketing,30458.33
525,Employee525,IT,80538.6
526,Employee526,HR,94013.06
527,Employee527,IT,76002.54
528,Employee528,Finance,73356.03
529,Employee529,Finance,59214.35
530,Employee530,HR,89382.91
531,Employee531,Marketing,79453.49
532,Employee532,Sales,62632.94
533,Employee533,IT,83622.84
534,Employee534,HR,118066.82
535,Employee535,HR,80919.36
536,Employee536,Sales,46740.39
537,Employee537,Sales,62452.02
538,Employee538,HR,118165.31
539,Employee539,Marketing,112263.42
540,Employee540,Marketing,114928.7
541,Employee541,IT,76298.63
542,Employee542,Finance,104038.35
543,Employee543,Sales,37308.24
544,Employee544,IT,95719.65
545,Employee545,IT,87340.44
546,Employee546,HR,96116.94
547,Employee547,HR,92893.36
548,Employee548,Marketing,90292.01
549,Employee549,IT,43679.04
550,Employee550,IT,65479.66
551,Employee551,Finance,103906.35
552,Employee552,IT,56438.89
553,Employee553,HR,65957.97
554,Employee554,Sales,103524.88
555,Employee555,Finance,84400.14
556,Employee556,Sales,68502.18
557,Employee557,Finance,108940.3
558,Employee558,Finance,38125.13
559,Employee559,Finance,31229.78
560,Employee560,IT,91952.18
561,Employee561,Marketing,87183.01
562,Employee562,HR,36023.55
563,Employee563,Sales,96543.58
564,Employee564,Sales,37472.08
565,Employee565,Sales,74839.62
566,Employee566,Sales,106995.45
567,Employee567,Finance,99556.66
568,Employee568,HR,100011.8
569,Employee569,Sales,48098.39
570,Employee570,Sales,36485.35
571,Employee571,Sales,47628.34
572,Employee572,IT,92153.03
573,Employee573,Marketing,60162.89
574,Employee574,IT,115717.09
575,Employee575,Finance,41492.7
576,Employee576,Sales,99406.23
577,Employee577,HR,55255.74
578,Employee578,Finance,50204.76
579,Employee579,Finance,64334.3
580,Employee580,Marketing,102170.61
581,Employee581,IT,32566.13
582,Employee582,Finance,107607.46
583,Employee583,Finance,47062.96
584,Employee584,Sales,82499.97
585,Employee585,Marketing,69304.46
586,Employee586,Finance,59759.35
587,Employee587,Finance,100219.38
588,Employee588,Finance,67801.16
589,Employee589,Marketing,75745.97
590,Employee590,IT,79381.55
591,Employee591,HR,110483.91
592,Employee592,HR,50991.51
593,Employee593,IT,84106.45
594,Employee594,HR,93049.03
595,Employee595,Sales,32675.93
596,Employee596,Marketing,62320.47
597,Employee597,Finance,107649.29
598,Employee598,Finance,98583.05
599,Employee599,HR,33632.44
600,Employee600,HR,59307.26
601,Employee601,Sales,52246.99
602,Employee602,Sales,114873.52
603,Employee603,IT,71326.14
604,Employee604,Finance,78829.02
605,Employee605,Marketing,67760.6
606,Employee606,IT,87581.0
607,Employee607,HR,76432.31
608,Employee608,HR,105339.13
609,Employee609,IT,108804.49
610,Employee610,Finance,118403.36
611,Employee611,IT,67507.61
612,Employee612,Finance,46179.69
613,Employee613,Sales,97764.96
614,Employee614,Marketing,44139.92
615,Employee615,HR,94432.81
616,Employee616,Marketing,117765.24
617,Employee617,IT,85139.69
618,Employee618,Finance,67751.41
619,Employee619,HR,107463.79
620,Employee620,Sales,74693.8
621,Employee621,Sales,65257.95
622,Employee622,Sales,52975.2
623,Employee623,Marketing,34317.32
624,Employee624,Finance,64405.73
625,Employee625,IT,56008.55
626,Employee626,Finance,55364.44
627,Employee627,Finance,70117.3
628,Employee628,Marketing,30096.01
629,Employee629,Finance,73905.52
630,Employee630,Marketing,55739.72
631,Employee631,HR,116024.45
632,Employee632,Sales,76503.45
633,Employee633,Finance,107421.47
634,Employee634,Sales,42518.2
635,Employee635,Sales,111074.82
636,Employee636,Marketing,49813.46
637,Employee637,Marketing,40328.72
638,Employee638,Finance,87662.09
639,Employee639,Finance,43209.3
640,Employee640,Sales,63796.48
641,Employee641,Sales,116369.9
642,Employee642,Sales,83988.73
643,Employee643,Sales,30975.46
644,Employee644,IT,86439.6
645,Employee645,Sales,53523.47
646,Employee646,Marketing,68128.56
647,Employee647,Marketing,41611.16
648,Employee648,Sales,59211.64
649,Employee649,Marketing,68750.49
650,Employee650,HR,102840.48
651,Employee651,IT,47829.7
652,Employee652,Finance,42802.92
653,Employee653,HR,58935.6
654,Employee654,Marketing,119622.41
655,Employee655,HR,70759.7
656,Employee656,IT,75630.26
657,Employee657,HR,93140.26
658,Employee658,Finance,86515.48
659,Employee659,HR,98416.42
660,Employee660,Marketing,66362.3
661,Employee661,IT,39062.5
662,Employee662,Sales,85101.55
663,Employee663,Marketing,50268.42
664,Employee664,IT,47129.29
665,Employee665,Sales,79454.31
666,Employee666,Finance,33528.02
667,Employee667,Marketing,94097.41
668,Employee668,HR,81328.72
669,Employee669,HR,65907.4
670,Employee670,HR,76665.35
671,Employee671,Sales,103321.79
672,Employee672,Marketing,82627.25
673,Employee673,Sales,77144.06
674,Employee674,IT,115708.43
675,Employee675,Finance,106083.63
676,Employee676,Marketing,91271.99
677,Employee677,HR,97097.87
678,Employee678,Sales,92790.39
679,Employee679,Marketing,119649.23
680,Employee680,Finance,86331.98
681,Employee681,IT,47081.1
682,Employee682,HR,75923.8
683,Employee683,IT,102030.51
684,Employee684,Finance,37367.69
685,Employee685,HR,96716.7
686,Employee686,Marketing,91303.11
687,Employee687,Marketing,37671.89
688,Employee688,IT,114564.12
689,Employee689,Marketing,41831.56
690,Employee690,Finance,38932.98
691,Employee691,Finance,108807.36
692,Employee692,Marketing,97023.56
693,Employee693,Marketing,50527.79
694,Employee694,Marketing,49499.81
695,Employee695,Sales,91503.35
696,Employee696,HR,85921.43
697,Employee697,Finance,82627.23
698,Employee698,Finance,90142.45
699,Employee699,IT,114548.58
700,Employee700,IT,38687.24
701,Employee701,Marketing,39672.68
702,Employee702,IT,66558.69
703,Employee703,Marketing,86502.89
704,Employee704,HR,43958.08
705,Employee705,HR,84356.4
706,Employee706,HR,67426.17
707,Employee707,HR,84930.01
708,Employee708,HR,71701.73
709,Employee709,HR,88764.09
710,Employee710,Finance,69082.14
711,Employee711,IT,107700.29
712,Employee712,Sales,112984.07
713,Employee713,Marketing,94199.57
714,Employee714,Finance,88999.74
715,Employee715,Sales,94179.81
716,Employee716,HR,86199.99
717,Employee717,Finance,68336.78
718,Employee718,Sales,76312.0
719,Employee719,HR,45755.27
720,Employee720,HR,69469.12
721,Employee721,Marketing,95774.51
722,Employee722,Finance,54651.68
723,Employee723,IT,105003.02
724,Employee724,Marketing,116757.72
725,Employee725,HR,59641.87
726,Employee726,Marketing,65434.1
727,Employee727,Finance,30324.51
728,Employee728,Sales,108578.34
729,Employee729,Sales,62381.19
730,Employee730,IT,76932.05
731,Employee731,Marketing,94699.72
732,Employee732,IT,94168.39
733,Employee733,Sales,82913.88
734,Employee734,HR,79929.15
735,Employee735,Marketing,41371.76
736,Employee736,HR,118502.63
737,Employee737,HR,103588.07
738,Employee738,Marketing,37589.25
739,Employee739,Marketing,113841.91
740,Employee740,Sales,52426.11
741,Employee741,Sales,100456.0
742,Employee742,Sales,93220.44
743,Employee743,HR,43820.87
744,Employee744,Finance,32424.89
745,Employee745,IT,109889.59
746,Employee746,Marketing,89140.11
747,Employee747,Marketing,43140.92
748,Employee748,Marketing,42534.71
749,Employee749,Finance,85094.43
750,Employee750,Sales,118914.06
751,Employee751,IT,80354.94
752,Employee752,HR,108474.47
753,Employee753,HR,31171.37
754,Employee754,HR,119677.57
755,Employee755,HR,52587.81
756,Employee756,IT,84940.17
757,Employee757,Marketing,64387.06
758,Employee758,Marketing,101248.38
759,Employee759,HR,43935.52
760,Employee760,IT,71456.3
761,Employee761,IT,78502.09
762,Employee762,IT,50870.22
763,Employee763,Sales,98395.79
764,Employee764,Marketing,44247.25
765,Employee765,Finance,57204.76
766,Employee766,HR,109664.69
767,Employee767,IT,72729.32
768,Employee768,Sales,59586.44
769,Employee769,IT,90700.87
770,Employee770,HR,59324.89
771,Employee771,Finance,112420.92
772,Employee772,HR,42158.76
773,Employee773,Sales,115053.7
774,Employee774,Sales,39083.0
775,Employee775,Sales,51584.13
776,Employee776,HR,105918.7
777,Employee777,HR,93367.12
778,Employee778,Sales,105102.5
779,Employee779,Finance,36103.59
780,Employee780,Sales,100886.42
781,Employee781,Finance,69068.28
782,Employee782,HR,42870.21
783,Employee783,IT,87483.98
784,Employee784,HR,79514.85
785,Employee785,Finance,80747.66
786,Employee786,Sales,55830.56
787,Employee787,HR,43302.32
788,Employee788,HR,50941.47
789,Employee789,IT,41371.02
790,Employee790,HR,97258.39
791,Employee791,Finance,70124.83
792,Employee792,Finance,82052.56
793,Employee793,Sales,66847.59
794,Employee794,HR,36745.01
795,Employee795,Sales,86751.8
796,Employee796,IT,57639.34
797,Employee797,Marketing,84460.27
798,Employee798,Marketing,49746.13
799,Employee799,Finance,40683.12
800,Employee800,Marketing,34465.53
801,Employee801,Marketing,55327.01
802,Employee802,Marketing,56130.11
803,Employee803,Marketing,114147.36
804,Employee804,Finance,85100.91
805,Employee805,HR,39649.67
806,Employee806,Finance,94174.79
807,Employee807,Sales,64829.41
808,Employee808,Finance,53540.2
809,Employee809,IT,101640.58
810,Employee810,HR,56307.56
811,Employee811,Marketing,33210.23
812,Employee812,Sales,50202.43
813,Employee813,Finance,103859.97
814,Employee814,Marketing,93496.99
815,Employee815,Marketing,39134.79
816,Employee816,Sales,91978.77
817,Employee817,HR,36773.68
818,Employee818,Marketing,31209.9
819,Employee819,IT,87861.09
820,Employee820,IT,67353.59
821,Employee821,IT,84946.84
822,Employee822,IT,33275.29
823,Employee823,Marketing,118119.46
824,Employee824,Marketing,33022.98
825,Employee825,Finance,114440.26
826,Employee826,Sales,105094.83
827,Employee827,Finance,91050.46
828,Employee828,HR,86450.72
829,Employee829,HR,55906.89
830,Employee830,Marketing,77405.44
831,Employee831,IT,107307.26
832,Employee832,IT,54526.27
833,Employee833,Finance,77887.61
834,Employee834,IT,85668.41
835,Employee835,HR,115398.54
836,Employee836,Finance,53784.33
837,Employee837,HR,47370.29
838,Employee838,Finance,48827.06
839,Employee839,IT,109340.1
840,Employee840,HR,55932.81
841,Employee841,HR,48760.12
842,Employee842,Sales,70706.61
843,Employee843,Sales,45641.9
844,Employee844,HR,84915.65
845,Employee845,Marketing,83903.48
846,Employee846,HR,101953.38
847,Employee847,IT,90808.24
848,Employee848,HR,73197.39
849,Employee849,Finance,90761.54
850,Employee850,Finance,55774.79
851,Employee851,IT,85680.91
852,Employee852,HR,46187.81
853,Employee853,IT,74456.01
854,Employee854,Finance,90895.14
855,Employee855,Finance,32689.6
856,Employee856,HR,95307.79
857,Employee857,Marketing,61972.93
858,Employee858,HR,95698.28
859,Employee859,Sales,34175.57
860,Employee860,Finance,111384.59
861,Employee861,Marketing,68952.4
862,Employee862,Sales,95030.26
863,Employee863,Finance,40517.31
864,Employee864,HR,57733.53
865,Employee865,HR,72039.47
866,Employee866,Sales,57833.36
867,Employee867,Finance,70056.86
868,Employee868,Marketing,98539.15
869,Employee869,Finance,58469.48
870,Employee870,Marketing,72268.41
871,Employee871,HR,38213.75
872,Employee872,IT,109494.08
873,Employee873,Finance,101894.98
874,Employee874,Finance,102959.62
875,Employee875,HR,77655.81
876,Employee876,Sales,97666.48
877,Employee877,Sales,83493.79
878,Employee878,Marketing,112595.42
879,Employee879,HR,87360.13
880,Employee880,Sales,96048.14
881,Employee881,Sales,59963.47
882,Employee882,HR,49132.61
883,Employee883,IT,36651.49
884,Employee884,Sales,66662.41
